537	NC_010545_434187_434723
750	NC_013891_1624266_1623517
396	NC_006322_146278_146673
768	NC_012918_1738429_1739196
348	NZ_ADBY01000014_15889_15542
414	NZ_ABYN01000199_26448_26861
537	NZ_ABJO01000089_3369_2833
534	NZ_ACFP01000128_1071_538
453	NC_010280_463958_464410
381	NC_013093_7732528_7732148
570	FP929052_1416741_1417310
1617	NC_010581_1206371_1204755
837	NZ_ADHG01000001_278134_277298
294	NC_011375_648206_648499
366	NC_007335_1612145_1611780
426	NZ_ACOM01000004_722285_721860
369	NC_012559_260685_261053
585	NZ_ACBW01000031_963_1547
414	NC_007508_1139548_1139961
381	NZ_ABCE01000078_12112_12492
426	NC_004070_365653_366078
414	NC_008209_1349112_1349525
465	NC_011898_939487_939951
528	NC_007622_1659498_1658971
1779	NC_010674_935516_937294
1584	NC_010003_1079210_1080793
1206	NC_008497_1312018_1310813
756	NC_013062_2175346_2174591
285	NZ_AAVU01000003_158493_158209
435	NC_013235_1112415_1112849
654	NC_013926_1446788_1446135
570	NC_009921_7355740_7355171
330	NZ_ABAD01000001_111700_111371
1791	NZ_ABFD02000008_447199_448989
357	NC_008825_2020517_2020161
504	NC_002973_2646504_2646001
447	NC_000961_1450395_1449949
426	FP929052_1616698_1617123
1746	NZ_AEDL01000005_209533_211278
699	NC_009633_2707549_2706851
393	NC_003902_577313_577705
735	NC_013165_2590151_2589417
279	NC_005296_3656974_3656696
369	NC_003272_5047076_5046708
372	NC_013316_119221_119592
396	NZ_AAVW01000036_5414_5019
369	NZ_AAUX01000001_1294633_1294265
654	NC_009009_111462_112115
354	NC_014802_231596_231949
414	NZ_ABQH01000100_57_470
447	NZ_CM000770_1052765_1052319
345	NC_010644_96157_96501
357	NC_009616_962152_962508
573	NC_013525_788984_789556
414	NC_007797_278946_279359
732	NC_007795_1180857_1181588
702	NC_009699_2616721_2616020
1812	NC_006582_1817243_1819054
546	NC_009707_1819326_1818781
360	NC_008513_88277_88636
372	NC_007332_220600_220229
1149	NZ_AALF02000050_10264_9116
393	X80194_3415_3807
759	NZ_ADGP01000019_150916_151674
459	NZ_AATQ01000047_14261_13803
282	NZ_ABFY02000030_70783_70502
465	NC_008751_2497303_2497767
558	NC_014394_1949687_1949130
420	NC_014638_1835241_1834822
681	NZ_AAXB02000013_26713_27393
432	NC_014640_6953717_6953286
444	NC_014657_1551934_1551491
426	NZ_ABWN01000019_21300_20875
261	NC_003919_1425829_1426089
369	NC_010161_1595818_1595450
546	NC_009925_4734937_4735482
366	NC_011772_133113_133478
312	NC_012880_450510_450821
375	NC_014721_1802406_1802032
429	NZ_AAVU01000003_156860_156432
414	NC_009943_844575_844988
282	NZ_GG698802_505501_505220
1638	NZ_ABCJ01000003_157347_158984
360	NC_007797_279807_280166
444	NC_010525_1127099_1126656
429	NC_004547_352201_352629
1215	NC_007332_640265_641479
432	NC_009253_257408_257839
1923	NC_012997_501146_499224
438	NC_013162_532845_533282
357	NC_009439_2178164_2178520
369	NC_012686_589090_588722
426	NZ_GG657738_2609961_2609536
321	NC_008528_895115_895435
174	NZ_DS990485_145323_145496
435	NZ_AAAK03000044_1980_2414
354	NZ_AAFJ01000008_30024_29671
723	NZ_ABYB01000209_11980_12702
555	NC_007614_547978_548532
312	NC_010645_31171_31482
378	NZ_ABYJ02000031_1328_951
1614	NC_000868_346124_347737
513	NC_007181_1246977_1246465
702	NC_010554_3585784_3586485
1596	NC_011999_1919128_1917533
393	NC_009080_2498314_2498706
393	NC_007434_3739411_3739019
1617	NZ_ABVV01000004_106538_108154
702	NC_007633_810566_809865
621	NC_008508_484983_485603
1596	NC_011567_2719143_2717548
1200	NZ_GG692851_1338257_1337058
471	NZ_ACIP02000002_9769_9299
1974	NC_013159_1422370_1424343
261	NZ_ABXJ01000034_6767_7027
1239	NZ_ACHB01000035_4443_3205
768	NC_009954_1347502_1346735
702	NC_007760_2213402_2212701
477	NC_013209_2682846_2682370
792	NZ_ACHN01000037_33294_34085
639	NC_013173_3148803_3148165
678	NZ_ABCS01000065_24323_23646
309	NC_009637_620843_621151
627	NC_011852_1589485_1590111
543	NC_007295_206646_206104
375	NZ_ACOK01000004_38352_38726
381	NC_011059_301199_301579
426	NC_007576_1655890_1655465
321	NC_011595_3154377_3154057
312	NC_011898_894101_894412
579	NC_012982_2213711_2213133
369	NZ_DS995299_1075187_1074819
552	NC_014656_452189_452740
567	NC_012522_6805418_6805984
519	NC_011026_1302743_1303261
579	NZ_ABCJ01000013_1749_1171
540	NC_010508_379537_380076
624	NC_013406_6431776_6431153
312	FN543106_131489_131178
369	NC_008783_690436_690804
1482	NZ_ADOD01000013_21762_23243
1215	NZ_ABCJ01000007_63190_64404
2076	NC_008319_1484422_1482347
393	NC_011898_915715_916107
696	NZ_ABEE02000017_290746_291441
396	NZ_ACCL02000023_55907_55512
507	NC_010471_1654286_1653780
477	NZ_AAUA01000004_218858_218382
1665	NC_013009_801615_803279
1206	NZ_ABXB03000001_270860_272065
309	NZ_AATP01000001_191352_191660
429	NC_009253_217278_217706
360	NC_014506_2001901_2001542
381	NZ_DS570396_80177_79797
834	NZ_ADGX01000014_81886_82719
408	NZ_ABEQ01000026_19596_19189
1488	NC_009436_3912464_3910977
534	NC_013532_410456_410989
1611	NC_004350_97804_99414
1488	NC_007712_672353_673840
1176	CP002457_963359_964534
834	NC_013853_1960472_1959639
366	NZ_AAOE01000004_57898_58263
501	NC_014922_358868_358368
426	NC_010698_76869_76444
555	NC_008048_2064425_2063871
348	NC_010296_3993309_3992962
267	NC_004552_110918_111184
312	NC_003912_1756548_1756237
531	NC_013798_1428798_1428268
309	NZ_GG704684_140158_140466
621	NC_007778_2655034_2655654
378	NC_010337_1389308_1389685
1644	NZ_ABCL01000004_201753_203396
1257	NC_014933_3619472_3620728
1479	NZ_AATZ01000001_687963_689441
306	NZ_ACIJ02000018_397171_396866
534	NC_009656_2514673_2515206
696	NC_014833_2893850_2893155
582	NC_010545_429793_430374
384	NZ_AAMS01000004_304089_303706
549	NC_009655_1609586_1609038
834	NC_012441_1218594_1217761
555	NC_002678_508698_508144
801	NZ_ACCJ01000042_1356_556
534	NZ_DS995276_9495_8962
540	NC_011184_248637_249176
453	NC_013156_461545_461093
654	NC_008527_2227667_2227014
351	NC_014727_367886_368236
630	NZ_ACYU01000088_105244_105873
486	NC_011144_1860438_1859953
420	NC_010407_329668_330087
393	NZ_ACIN02000005_225194_224802
627	NZ_ADAD01000104_286_912
309	NC_011134_68797_69105
393	CP002301_430804_430412
360	NC_014483_1463192_1463551
279	AEFH01000069_8880_9158
285	NZ_ACFY01000154_34364_34648
1254	NZ_ACGY01000128_250854_252107
429	NC_009052_4274658_4274230
708	NC_009566_1606819_1606112
1911	NC_008639_676987_675077
369	NC_011663_4807617_4807249
825	NZ_GG774814_95745_96569
753	NZ_ADDJ01000004_355629_354877
429	NC_000961_1447649_1447221
402	NC_003364_1894599_1895000
1104	NC_014246_2078095_2076992
1041	NC_007503_1582994_1581954
492	NC_007519_2275176_2274685
1389	NC_008510_1129768_1131156
690	FP929058_1864826_1864137
1017	NC_006396_1442695_1441679
534	NZ_AAMR01000093_3941_3408
1710	FP929036_2866456_2864747
1107	NZ_ABED02000019_76450_75344
390	NZ_ACBX02000037_88866_88477
279	NZ_AAPR01000010_146835_146557
321	NC_014963_3940987_3940667
279	NC_011751_3896785_3896507
279	NC_013716_4759928_4760206
279	NC_009792_4348894_4348616
438	NC_003103_175877_176314
438	NC_010263_178307_178744
318	NC_010628_4903281_4903598
540	NC_010674_255354_255893
369	NC_012918_3846933_3846565
360	NC_013093_6966430_6966071
558	NZ_AAMR01000024_80427_79870
693	NZ_ADHJ01000054_44897_44205
378	NC_014256_254497_254874
798	NZ_ABWO01000056_8692_9489
1818	NZ_AANQ01000001_54917_53100
747	NZ_ACSH02000002_325278_326024
438	NC_009972_6258202_6258639
624	NZ_ADFP01000093_45300_44677
747	NC_006958_536578_537324
630	NC_013162_1371922_1372551
309	NC_014644_1574683_1574375
426	NC_013895_477127_477552
360	NC_004757_1041287_1040928
366	NC_009379_826258_826623
384	NC_007498_839667_840050
399	FP929045_1002694_1002296
378	NC_000853_1486493_1486116
1638	NC_011751_3216727_3215090
444	NZ_ABYC01000223_34748_34305
645	NZ_ACDX02000008_78631_79275
447	NZ_AAKL01000105_4341_3895
1839	NZ_AAMQ01000002_538973_540811
834	NC_007432_77998_78831
423	NC_012918_3867309_3866887
357	NC_012214_3672331_3671975
1176	NC_003910_4046986_4048161
552	NZ_ACJY01000036_11895_11344
486	NZ_ACZC01000035_84750_85235
357	NZ_ADCF01000001_756883_756527
741	NC_013410_1173915_1173175
309	NC_009635_804970_804662
1191	NC_011661_1150436_1151626
717	NC_011729_1126421_1125705
636	NC_009637_652857_653492
369	NZ_ABGD02000022_3848_3480
540	NC_014103_134105_134644
279	NC_009485_5286581_5286303
279	NC_009445_3275846_3276124
1482	NC_010519_1468549_1470030
390	NC_009454_312935_313324
756	NC_007794_1298719_1299474
513	NZ_ACUK01000119_178622_178110
684	NZ_ACOO02000031_142147_141464
573	NC_005061_227197_227769
666	NC_014209_1940895_1940230
276	NC_008820_2036684_2036959
306	NC_014759_3591374_3591679
1494	NC_007645_1250132_1251625
288	NC_013921_913607_913894
288	NC_014209_929309_929596
525	NC_009613_1515359_1514835
1599	NC_008525_1541833_1540235
366	NZ_ACKS01000085_21416_21051
348	NZ_AECT01000005_1284_937
390	NZ_DS995276_2505721_2506110
504	NC_009792_4343598_4343095
1260	NC_000919_581214_579955
366	NC_014639_3770904_3771269
750	NC_013854_671428_672177
1632	NZ_AANJ01000009_55107_56738
543	NC_012687_593357_592815
741	NC_010511_422646_421906
369	NC_012984_588989_589357
786	NZ_AANC01000001_548019_547234
429	NC_009073_1947181_1947609
423	NC_000854_257398_256976
366	NC_010170_5199091_5198726
309	NC_009049_385333_385641
573	NC_010816_2059838_2060410
429	NZ_GG658151_2444203_2443775
402	NZ_AAIF01000042_633_1034
375	NZ_ADNV01000273_16724_17098
468	NC_013791_3302593_3302126
834	NC_009848_112155_112988
441	NC_014033_2568386_2567946
468	ACRC01000319_869_1336
825	NZ_ACZN01000020_43001_42177
474	NC_013198_951790_952263
345	NZ_ACRX01000014_18888_19232
1995	NZ_CH482383_3647400_3649394
393	NZ_ADME01000010_23616_23224
630	NZ_ADBS01000001_3107616_3108245
837	NC_009615_4272829_4273665
1797	NC_005957_4099131_4097335
309	NC_014816_1000320_1000628
390	NC_009614_1089487_1089098
624	NC_014394_610257_610880
690	NC_008525_1462887_1462198
354	NC_007295_158695_158342
405	NC_013172_2637511_2637107
207	AY485365_8212_8006
546	NZ_ABEA02000259_1468_2013
1650	NZ_ACYB01000046_237501_235852
369	NZ_AATQ01000059_20967_20599
654	NC_007759_314511_315164
411	NC_013592_4264526_4264116
513	NZ_ADFO01000009_23728_23216
564	NC_011757_2488138_2487575
1197	AB267474_4197_5393
672	CP001668_811622_810951
453	NZ_ACIL02000003_673_221
438	NZ_ABVQ01000037_882015_881578
540	NC_008601_264850_265389
783	NZ_ABCV02000001_788406_789188
447	NZ_AAAP01003836_14708_14262
369	NC_013170_175754_176122
1788	NZ_ABDU01000042_125080_126867
558	NC_009633_2705090_2704533
1233	NC_013222_108588_107356
1812	NC_012004_665479_667290
546	NC_012791_2004366_2004911
453	NC_005042_1550637_1550185
519	NC_009659_3772434_3771916
549	NC_004572_204803_205351
405	NZ_DS995276_2707662_2707258
696	NC_013799_786457_785762
414	NZ_AATP01000001_195603_196016
375	NC_012522_6813214_6813588
483	NC_010322_5290281_5290763
528	NZ_ACHM02000002_757870_758397
279	NZ_ACYB01000046_168096_167818
606	NZ_ACCC01000006_109233_109838
1182	NZ_ABCY02000001_53193_52012
282	NZ_ADGT01000005_95665_95384
369	NZ_AAPS01000096_788_1156
501	NC_002758_2370096_2369596
1617	NZ_ABYW01000002_17245_18861
831	NZ_ADGQ01000074_24401_23571
687	AM285321_38274_37588
693	NC_012914_6520340_6519648
726	NC_012731_1002380_1003105
831	NC_014650_136581_137411
531	NC_002578_1129636_1130166
549	NC_013946_2650254_2649706
768	NC_008527_2287614_2286847
492	NC_011891_4246350_4245859
606	NC_009052_4877297_4876692
828	NZ_AAYI02000004_1789637_1788810
669	NZ_GG658170_2362172_2362840
1608	NZ_ACLW01000111_8337_6730
1317	NC_009135_270655_269339
483	NC_014228_3176165_3175683
558	NC_014206_2435495_2434938
414	NC_014034_345040_345453
348	NZ_GG704594_400672_401019
255	NZ_AAEW02000021_27687_27941
1188	NC_010698_1507938_1509125
402	NC_013895_222300_222701
798	NZ_ACGT01000001_75267_76064
348	NC_012891_665409_665756
426	NZ_ACFJ01000001_360983_360558
543	NC_010475_1083143_1082601
369	NC_012660_6043897_6043529
1614	NC_000961_1559363_1560976
369	NC_013198_2346158_2345790
888	NC_009879_96094_96981
255	NC_007292_114922_115176
690	NZ_AAPH01000056_286_975
1632	NC_012560_3925259_3923628
510	NC_013192_251654_252163
393	NC_013766_257254_257646
291	NZ_ABCF01000098_7364_7654
1926	NC_012490_4043554_4041629
558	NC_004547_1157130_1157687
369	NC_010611_3475285_3474917
360	FP929058_2115870_2115511
1101	NC_003366_1965686_1964586
258	NZ_DS264642_42661_42404
648	NC_014330_1131173_1130526
627	NC_014820_1614826_1615452
393	NC_007292_254320_254712
369	NZ_DS995281_3109304_3108936
393	NZ_ACLG01000751_653_261
357	NC_012660_6038088_6037732
477	NC_008530_350171_350647
381	NC_014315_2377004_2376624
561	NC_014640_3001073_3001633
432	NC_011728_406630_406199
798	NC_009850_544832_545629
447	NC_006449_101490_101936
357	NC_006138_1591566_1591210
366	NZ_GG703518_342616_342251
447	NC_008702_1735334_1734888
384	NC_009881_902117_901734
675	NC_007429_595844_595170
1476	NZ_ABLD01000042_4718_3243
621	NC_014964_415363_415983
621	NC_010320_905885_906505
621	NC_014538_2008699_2008079
621	NC_010321_419947_420567
432	NC_010995_2952346_2951915
1182	NC_004545_463907_465088
948	NZ_ACEY01000093_957_10
834	NZ_ACBV01000001_46958_47791
396	NC_008816_205243_204848
336	NC_011566_2588294_2588629
606	NC_014012_4753967_4753362
357	NC_009348_4367554_4367198
414	NZ_DS999408_177015_177428
369	NZ_ADCB01000016_79996_79628
369	NC_010730_290816_290448
423	NC_010085_710834_710412
1182	NC_010320_1343884_1345065
1182	NC_014538_1570498_1569317
663	NC_009135_889073_888411
1695	NC_013715_1581594_1579900
378	NC_012850_1414339_1414716
378	NC_006677_383058_382681
1164	NC_009654_4899720_4898557
279	NC_009497_639391_639113
417	NC_011661_1032726_1033142
447	NZ_ABYL01000054_26252_25806
555	NZ_ABXJ01000036_2309_2863
309	NZ_AAXZ01000001_626474_626782
741	NC_011000_2299725_2298985
1725	CP002457_1245554_1243830
1695	NZ_ACKY01000117_3643_5337
297	NZ_ACKR01000193_33982_33686
432	NZ_ACCI02000078_111639_112070
621	NC_007493_308776_309396
375	NC_009505_1220806_1220432
540	NC_011969_126619_127158
393	NC_003272_6320041_6320433
780	NZ_AEDT01000032_211564_210785
357	NC_006300_1995644_1995288
1746	NC_009778_330039_328294
309	NC_013385_1516953_1516645
834	NC_011837_215460_216293
435	NZ_GG770375_227929_228363
1638	NC_014618_978921_980558
510	NZ_ABOU02000051_35689_36198
828	NC_003869_2174160_2173333
378	NC_013895_478984_479361
690	NC_003485_407956_408645
369	NC_008255_3593722_3593354
366	NC_012808_1587315_1587680
669	AECW01000091_4020_4688
369	NC_010520_3802914_3802546
552	NC_004552_114885_115436
432	NZ_ABOT01000002_96754_97185
690	NZ_ADAQ01000008_11175_10486
1782	NC_008277_750141_751922
429	NZ_DS989915_3234920_3235348
807	NC_006085_1536160_1535354
1323	NZ_ABJL02000007_692778_694100
348	NC_014315_2287347_2287000
540	NC_008819_1641902_1641363
279	NC_002696_1408237_1408515
270	NZ_ACEB01000022_145676_145945
624	FP929045_1455641_1456264
558	NC_007146_923280_922723
1278	NZ_ABHH01000039_1982_705
435	NC_013893_840018_840452
1968	NZ_DS989862_111201_109234
561	NZ_ADGP01000021_127765_128325
258	NC_002940_148722_148979
546	NZ_ABOP01000056_13160_12615
672	NZ_ADFS01000006_220678_220007
393	NC_003912_1664004_1664396
378	NZ_ABXJ01000069_91934_92311
348	NZ_ACGU01000011_576_229
522	NZ_ABEY02000025_162441_162962
378	NC_008618_435227_435604
279	NZ_ABID01000001_1418193_1418471
1224	NC_013209_35351_34128
477	NC_011386_1813230_1813706
537	NC_010994_4314804_4315340
420	NC_011529_84220_84639
369	NC_014393_4497195_4496827
279	NC_014006_646137_646415
834	NC_012488_2670615_2669782
390	NZ_ACKQ02000002_684731_685120
1680	NC_013510_3306801_3305122
1263	NZ_AADR01000012_19_1281
351	NC_007005_1450578_1450928
309	NC_007503_2073789_2073481
369	NC_009511_1486288_1485920
705	NC_010067_3449110_3448406
1191	NZ_ADEZ01000017_74665_75855
537	NC_013512_1979741_1979205
603	NZ_ACZN01000020_43919_43317
309	NC_013410_1736349_1736041
681	NZ_AANE01000039_5377_6057
1416	NC_009976_1445233_1446648
621	NZ_ACEJ01000112_41699_41079
393	NZ_AAXB02000017_58492_58884
642	NC_011369_1362648_1363289
444	NC_009342_760799_761242
939	NC_009900_116853_117791
1587	NC_010525_782600_784186
378	NC_012039_416932_417309
828	NZ_AAQJ02000001_1063330_1062503
447	NC_012004_271630_272076
408	NC_013166_467889_468296
426	NC_008024_379216_379641
309	NC_010723_251339_251647
798	NZ_GL379574_1017550_1016753
1629	NC_009667_2148607_2150235
447	NZ_GG658011_696241_696687
390	NC_009436_4042238_4041849
834	CP001561_152428_153261
537	NC_014259_459634_460170
618	NZ_AAPD01000004_204382_203765
390	NZ_ACVP01000015_46272_46661
702	NC_006526_526176_526877
693	NC_013921_2029463_2028771
675	NC_010612_1276611_1277285
729	NZ_ACQV01000011_30696_31424
618	NC_002936_445780_446397
639	NC_002607_1269286_1269924
405	NC_014643_293628_293224
432	NC_011565_102785_102354
279	NC_005125_959858_960136
432	NC_009524_2544698_2544267
681	NC_012438_1619694_1619014
1164	NZ_ABZR01000787_12312_13475
369	NZ_AAOX01000030_20675_20307
357	NC_014554_1323954_1324310
381	NZ_AAAP01000131_32_412
393	NC_006086_1657499_1657107
552	NZ_ADKM01000213_158894_159445
291	NC_014370_1021750_1022040
555	NZ_AAPD01000001_129552_130106
669	NZ_ABYF01000001_601138_600470
882	NZ_ACVB02000011_66586_65705
1503	NC_007940_674908_676410
543	NZ_ACGC01000116_65944_66486
651	NZ_ABYW01000012_208104_208754
540	NZ_AANE01000039_7708_8247
519	NC_011027_197963_198481
366	NZ_ADMS01000016_4857_4492
369	NZ_ACLO01000092_207699_207331
495	NC_004757_1042115_1041621
468	NC_007519_1119419_1118952
381	NZ_GG657757_5365366_5365746
1215	NZ_ACSH02000005_149002_147788
483	NZ_ABCS01000135_6317_6799
357	NC_013511_312447_312803
663	NC_014307_458918_459580
378	NC_011295_880143_879766
534	NZ_ABJD02000107_16330_15797
360	NC_013928_1371227_1370868
357	NZ_ACIP02000002_390828_390472
684	NC_006677_394511_393828
531	NC_002937_2649237_2648707
558	NZ_EQ973121_806768_806211
456	NC_013062_2126618_2127073
468	NC_008527_1778398_1777931
504	NZ_GG657369_16236_15733
705	NZ_ADGK01000002_13046_12342
279	NC_004193_144203_144481
291	NC_014828_1784298_1784008
696	NC_006512_351524_352219
1164	NZ_ABCH01000117_446_1609
1986	NZ_EQ973121_1415499_1413514
390	NZ_AALY01000001_321792_321403
513	NC_003106_1376624_1376112
282	NZ_AAVP02000016_31709_31428
366	NZ_ACGV01000115_51311_51676
729	NC_009997_1783598_1784326
369	NC_012687_594075_593707
501	FP929048_1532162_1531662
1188	NC_008255_2596259_2597446
537	NC_011886_2998498_2997962
402	NC_010571_855611_855210
624	NC_011047_425032_425655
537	NC_012590_489523_490059
372	NC_008783_577236_577607
738	NZ_GG770539_5929093_5929830
603	NC_013456_128708_128106
426	NC_011047_461320_461745
1635	NZ_ACKO02000008_29316_30950
372	NC_014041_4167052_4166681
384	NC_011769_1774806_1775189
360	NC_004463_758177_757818
285	NC_009848_2444040_2443756
402	NC_010546_212748_212347
711	NC_012441_1217075_1216365
483	NC_013956_1901060_1901542
558	NC_009921_1386704_1387261
417	NC_014733_325223_325639
306	NZ_AAYP01000002_118874_119179
834	NC_013791_2295280_2294447
981	NC_008541_1574724_1575704
399	NC_013170_176135_176533
429	NZ_ACZY01000033_48198_47770
630	NZ_ABPZ02000001_61167_61796
318	NZ_GG696053_42824_43141
834	NZ_ACCF01000080_24031_24864
2085	NC_010995_903864_901780
1158	NC_008022_1477972_1476815
1164	NC_012913_1714013_1715176
1260	NZ_ABXI02000086_20993_19734
432	NZ_ABQC02000002_117624_117193
429	NC_007434_3739851_3739423
1167	NC_000912_88091_86925
1419	NZ_CAAZ01000086_24864_23446
378	NZ_ABCM01000017_110490_110113
429	NC_009524_949772_949344
534	NC_014100_1608618_1609151
831	NC_010682_3433322_3432492
540	NC_013223_2347616_2347077
1617	NZ_ABHI01000006_38080_39696
369	NC_013854_2144387_2144019
312	NZ_ABJV02000001_56925_57236
1818	NC_006570_1050011_1048194
507	NC_007481_2990520_2990014
309	NC_014551_136436_136744
558	NC_007644_1064599_1065156
831	NZ_GG696093_35669_34839
387	NZ_ACKV01000009_22087_21701
531	NC_007940_1145873_1145343
393	NC_005071_1847108_1847500
366	NC_014151_1637493_1637858
1920	NC_013441_3369683_3367764
534	NC_011662_3636762_3636229
1164	NC_014562_2717787_2716624
414	NC_007432_80238_80651
267	NZ_ADEG01000086_90269_90535
1488	NC_009457_174612_176099
627	NC_014751_795076_794450
273	NC_014315_2344100_2343828
348	NZ_ABJZ02000005_184494_184147
360	NZ_AEKD01000018_22207_21848
321	NZ_ACWB01000065_79389_79069
369	NC_005957_131782_132150
369	NC_005945_126051_126419
309	NC_002936_445463_445771
396	NC_014363_185581_185976
705	NC_010161_952299_953003
1617	NZ_GG703518_890090_891706
1236	NC_010830_158679_159914
561	NC_008260_2110371_2109811
1881	NC_013891_1403672_1401792
795	NC_009342_2059872_2059078
1788	NC_009348_3754597_3752810
369	NZ_ABOU02000051_32557_32925
285	NC_011297_849681_849965
369	NZ_ABZV01000007_98158_97790
888	NC_011144_1991449_1990562
1191	NC_012441_1687654_1688844
438	NC_013517_2905648_2905211
369	NZ_ACDZ02000008_109369_109001
432	NZ_ACIP02000003_21200_20769
276	NC_006348_2727289_2727014
276	NC_007434_4099777_4099502
366	NZ_AANO01000001_344366_344001
453	NZ_DS990556_1561704_1562156
825	NZ_ADCB01000012_133686_132862
393	NC_010320_923669_924061
393	NC_014538_1990915_1990523
330	NC_008148_1416193_1416522
399	NC_013849_996873_997271
393	NC_011891_3931921_3931529
360	NZ_ACYA01000057_7570_7929
648	NC_014125_432350_432997
522	FN392235_1132202_1131681
369	NC_010002_1150307_1150675
1638	NC_013941_3470142_3468505
432	NC_009089_121808_122239
369	NC_014751_125940_126308
390	NZ_GL476320_321888_322277
1194	NZ_ABFY02000013_150835_152028
1638	NC_009708_3727863_3726226
543	NC_014751_790066_789524
435	NC_008258_1547062_1547496
468	NC_006142_290453_290920
561	NC_011769_3690433_3689873
558	NC_009567_1387913_1387356
444	NC_008525_1375700_1375257
486	NC_007681_386428_386913
348	NC_002977_731925_732272
372	NZ_ACEN01000069_3040_3411
417	NC_002927_38091_38507
417	NC_002928_38086_38502
417	NC_002929_3834344_3834760
1203	NC_014554_660594_661796
1188	NZ_CH902588_2073785_2072598
375	NZ_ABHI01000001_303788_303414
309	NC_004668_198498_198806
651	NC_007508_1135764_1136414
507	NC_010506_5648485_5647979
381	NZ_AATP01000001_175728_176108
210	NS_000197_2815444_2815235
387	NZ_ACZS01000049_57761_57375
540	NC_011768_2486682_2486143
279	NC_012912_378575_378853
540	NC_008268_6639323_6639862
411	NC_002771_694820_694410
402	NC_004552_595831_596232
441	NZ_ACGC01000048_23670_24110
369	NZ_ACRE01000092_59334_59702
630	NZ_ACDM01000091_17239_17868
798	NZ_ADJN01000059_33823_33026
369	NC_014168_2991684_2991316
543	NC_012004_79177_79719
279	NC_014803_174323_174601
369	NC_002771_339659_339291
372	NC_009436_4048290_4047919
438	NC_009699_3791354_3790917
390	NC_009488_202610_202221
411	NC_013454_232161_232571
384	NC_014733_2388030_2387647
366	NZ_GG704594_117414_117779
414	NZ_GG704599_402017_402430
390	NC_010184_139311_139700
